teamstatspk;Team;games_played;wins;losses;win_percentage;Min;points;field_goals_made;field_goals_attempted;field_goal_percentage;three_pointers_made;three_pointers_attempted;three_point_percentage;free_throws_made;free_throw_attempted;free_throw_percentage;offensive_rebounds;defensive_rebounds;rebounds;assists;turnovers;steals;blocks;blocks_attempted;personal_fouls;personal_fouls_drawn;plus_minus;season;season_order;Franchise;points_pg;assists_pg;rebounds_pg;three_pa_pg;three_pm_pg
95;LA Clippers;72;47;25;0,653;3456;8209;3009;6242;48,2;1027;2498;41,1;1164;1387;83,9;678;2501;3179;1756;949;509;295;304;1383;1303;445;2020-21;2020;LA Clippers;114,01388888888889;24,38888888888889;44,15277777777778;34,69444444444444;14,26388888888889
96;Milwaukee Bucks;72;46;26;0,639;3466;8649;3221;6610;48,7;1038;2669;38,9;1169;1539;76,0;741;2724;3465;1834;995;585;334;348;1244;1320;424;2020-21;2020;Milwaukee Bucks;120,125;25,47222222222222;48,125;37,06944444444444;14,416666666666666
97;Dallas Mavericks;72;42;30;0,583;3461;8096;2958;6287;47,0;994;2744;36,2;1186;1524;77,8;657;2463;3120;1647;869;450;311;264;1396;1446;163;2020-21;2020;Dallas Mavericks;112,44444444444444;22,875;43,333333333333336;38,111111111111114;13,805555555555555
98;Los Angeles Lakers;72;42;30;0,583;3491;7887;2925;6197;47,2;796;2248;35,4;1241;1679;73,9;695;2490;3185;1775;1095;562;386;327;1377;1530;201;2020-21;2020;Los Angeles Lakers;109,54166666666667;24,65277777777778;44,236111111111114;31,22222222222222;11,055555555555555
99;Portland Trail Blazers;72;42;30;0,583;3461;8360;2973;6558;45,3;1132;2939;38,5;1282;1558;82,3;766;2441;3207;1531;799;496;363;333;1362;1374;129;2020-21;2020;Portland Trail Blazers;116,11111111111111;21,26388888888889;44,541666666666664;40,81944444444444;15,722222222222221
100;Atlanta Hawks;72;41;31;0,569;3481;8186;2937;6281;46,8;895;2402;37,3;1417;1745;81,2;760;2525;3285;1737;953;503;342;363;1392;1422;167;2020-21;2020;Atlanta Hawks;113,69444444444444;24,125;45,625;33,361111111111114;12,430555555555555
101;New York Knicks;72;41;31;0,569;3486;7706;2839;6225;45,6;847;2163;39,2;1181;1506;78,4;696;2554;3250;1541;932;507;365;391;1473;1286;166;2020-21;2020;New York Knicks;107,02777777777777;21,40277777777778;45,138888888888886;30,041666666666668;11,76388888888889
102;Miami Heat;72;40;32;0,556;3476;7781;2824;6029;46,8;932;2606;35,8;1201;1520;79,0;579;2409;2988;1895;1013;569;286;287;1363;1414;2;2020-21;2020;Miami Heat;108,06944444444444;26,319444444444443;41,5;36,19444444444444;12,944444444444445
103;Golden State Warriors;72;39;33;0,542;3461;8187;2973;6347;46,8;1048;2789;37,6;1193;1520;78,5;574;2524;3098;1991;1080;587;342;312;1526;1406;76;2020-21;2020;Golden State Warriors;113,70833333333333;27,65277777777778;43,02777777777778;38,736111111111114;14,555555555555555
104;Memphis Grizzlies;72;38;34;0,528;3481;8157;3085;6608;46,7;803;2258;35,6;1184;1536;77,1;803;2543;3346;1938;957;655;364;377;1349;1318;74;2020-21;2020;Memphis Grizzlies;113,29166666666667;26,916666666666668;46,47222222222222;31,36111111111111;11,152777777777779
105;Boston Celtics;72;36;36;0,5;3476;8109;2985;6401;46,6;979;2618;37,4;1160;1496;77,5;765;2421;3186;1689;1012;556;383;334;1471;1389;105;2020-21;2020;Boston Celtics;112,625;23,458333333333332;44,25;36,361111111111114;13,597222222222221
106;Indiana Pacers;72;34;38;0,472;3491;8302;3115;6567;47,4;889;2445;36,4;1183;1493;79,2;648;2424;3072;1973;975;611;460;380;1453;1306;-3;2020-21;2020;Indiana Pacers;115,30555555555556;27,40277777777778;42,666666666666664;33,958333333333336;12,347222222222221
107;Washington Wizards;72;34;38;0,472;3481;8398;3108;6547;47,5;733;2088;35,1;1449;1884;76,9;697;2557;3254;1835;1036;528;297;348;1555;1586;-132;2020-21;2020;Washington Wizards;116,63888888888889;25,48611111111111;45,19444444444444;29,0;10,180555555555555
108;Charlotte Hornets;72;33;39;0,458;3471;7881;2875;6324;45,5;985;2666;36,9;1146;1505;76,1;762;2389;3151;1933;1069;565;344;347;1298;1340;-139;2020-21;2020;Charlotte Hornets;109,45833333333333;26,84722222222222;43,763888888888886;37,02777777777778;13,680555555555555
109;San Antonio Spurs;72;33;39;0,458;3496;7998;3014;6518;46,2;716;2046;35,0;1254;1584;79,2;669;2489;3158;1759;821;505;366;369;1293;1338;-125;2020-21;2020;San Antonio Spurs;111,08333333333333;24,430555555555557;43,861111111111114;28,416666666666668;9,944444444444445
110;Chicago Bulls;72;31;41;0,431;3476;7969;3035;6380;47,6;904;2446;37,0;995;1258;79,1;693;2544;3237;1927;1089;482;304;364;1362;1277;-64;2020-21;2020;Chicago Bulls;110,68055555555556;26,76388888888889;44,958333333333336;33,97222222222222;12,555555555555555
111;New Orleans Pelicans;72;31;41;0,431;3486;8251;3060;6412;47,7;762;2190;34,8;1369;1878;72,9;845;2568;3413;1872;1052;545;315;426;1295;1534;-21;2020-21;2020;New Orleans Pelicans;114,59722222222223;26,0;47,40277777777778;30,416666666666668;10,583333333333334
112;Sacramento Kings;72;31;41;0,431;3461;8189;3067;6382;48,1;874;2400;36,4;1181;1585;74,5;674;2307;2981;1836;963;543;358;336;1400;1348;-265;2020-21;2020;Sacramento Kings;113,73611111111111;25,5;41,40277777777778;33,333333333333336;12,13888888888889
113;Toronto Raptors;72;27;45;0,375;3461;8011;2859;6383;44,8;1041;2831;36,8;1252;1536;81,5;680;2314;2994;1735;952;618;388;402;1526;1405;-34;2020-21;2020;Toronto Raptors;111,26388888888889;24,09722222222222;41,583333333333336;39,31944444444444;14,458333333333334
114;Minnesota Timberwolves;72;23;49;0,319;3481;8073;2932;6546;44,8;944;2706;34,9;1265;1662;76,1;757;2376;3133;1846;1027;632;398;398;1507;1432;-400;2020-21;2020;Minnesota Timberwolves;112,125;25,63888888888889;43,513888888888886;37,583333333333336;13,11111111111111
115;Cleveland Cavaliers;72;22;50;0,306;3486;7476;2778;6175;45,0;720;2141;33,6;1200;1614;74,3;751;2327;3078;1716;1114;559;325;425;1308;1451;-608;2020-21;2020;Cleveland Cavaliers;103,83333333333333;23,833333333333332;42,75;29,73611111111111;10,0
116;Oklahoma City Thunder;72;22;50;0,306;3471;7560;2795;6338;44,1;857;2529;33,9;1113;1536;72,5;715;2568;3283;1588;1162;504;316;378;1305;1336;-766;2020-21;2020;Oklahoma City Thunder;105,0;22,055555555555557;45,59722222222222;35,125;11,902777777777779
117;Orlando Magic;72;21;51;0,292;3466;7488;2754;6423;42,9;784;2288;34,3;1196;1543;77,5;747;2525;3272;1571;924;496;318;385;1237;1342;-670;2020-21;2020;Orlando Magic;104,0;21,819444444444443;45,44444444444444;31,77777777777778;10,88888888888889
118;Detroit Pistons;72;20;52;0,278;3486;7676;2783;6162;45,2;832;2370;35,1;1278;1683;75,9;694;2381;3075;1743;1075;531;371;419;1477;1469;-322;2020-21;2020;Detroit Pistons;106,61111111111111;24,208333333333332;42,708333333333336;32,916666666666664;11,555555555555555
119;Houston Rockets;72;17;55;0,236;3461;7833;2826;6372;44,4;992;2923;33,9;1189;1606;74,0;671;2396;3067;1699;1060;546;361;378;1407;1388;-569;2020-21;2020;Houston Rockets;108,79166666666667;23,59722222222222;42,59722222222222;40,59722222222222;13,777777777777779
120;Milwaukee Bucks;73;56;17;0,767;3519;8663;3160;6638;47,6;1007;2840;35,5;1336;1800;74,2;691;3083;3774;1889;1102;526;429;326;1431;1586;736;2019-20;2019;Milwaukee Bucks;118,67123287671232;25,876712328767123;51,6986301369863;38,9041095890411;13,794520547945206
121;Toronto Raptors;72;53;19;0,736;3476;8118;2897;6331;45,8;995;2663;37,4;1329;1670;79,6;685;2583;3268;1816;1067;636;358;395;1559;1466;449;2019-20;2019;Toronto Raptors;112,75;25,22222222222222;45,388888888888886;36,986111111111114;13,819444444444445
122;Los Angeles Lakers;71;52;19;0,732;3418;8054;3006;6269;48,0;782;2242;34,9;1260;1728;72,9;757;2490;3247;1803;1077;612;468;263;1471;1544;411;2019-20;2019;Los Angeles Lakers;113,43661971830986;25,3943661971831;45,732394366197184;31,577464788732396;11,014084507042254
123;LA Clippers;72;49;23;0,681;3476;8377;2992;6425;46,6;895;2410;37,1;1498;1894;79,1;767;2664;3431;1708;1051;511;338;338;1594;1647;464;2019-20;2019;LA Clippers;116,34722222222223;23,72222222222222;47,65277777777778;33,47222222222222;12,430555555555555
124;Boston Celtics;72;48;24;0,667;3486;8183;2971;6448;46,1;905;2487;36,4;1336;1668;80,1;768;2549;3317;1655;995;595;406;396;1553;1487;454;2019-20;2019;Boston Celtics;113,65277777777777;22,98611111111111;46,06944444444444;34,541666666666664;12,569444444444445
125;Denver Nuggets;73;46;27;0,63;3549;8124;3069;6488;47,3;801;2234;35,9;1185;1526;77,7;786;2436;3222;1952;1005;586;337;324;1485;1494;154;2019-20;2019;Denver Nuggets;111,28767123287672;26,73972602739726;44,136986301369866;30,602739726027398;10,972602739726028
126;Indiana Pacers;73;45;28;0,616;3524;7989;3075;6457;47,6;743;2046;36,3;1096;1393;78,7;636;2489;3125;1888;967;543;376;335;1445;1373;143;2019-20;2019;Indiana Pacers;109,43835616438356;25,863013698630137;42,80821917808219;28,027397260273972;10,178082191780822
127;Houston Rockets;72;44;28;0,611;3476;8482;2936;6512;45,1;1126;3261;34,5;1484;1876;79,1;704;2484;3188;1557;1057;627;371;354;1566;1515;213;2019-20;2019;Houston Rockets;117,80555555555556;21,625;44,27777777777778;45,291666666666664;15,63888888888889
128;Oklahoma City Thunder;72;44;28;0,611;3486;7950;2879;6156;46,8;770;2171;35,5;1422;1787;79,6;593;2495;3088;1562;986;550;353;290;1390;1641;143;2019-20;2019;Oklahoma City Thunder;110,41666666666667;21,694444444444443;42,888888888888886;30,15277777777778;10,694444444444445
129;Utah Jazz;72;44;28;0,611;3471;8013;2886;6130;47,1;963;2537;38,0;1278;1641;77,9;656;2577;3233;1615;1089;438;292;329;1468;1501;178;2019-20;2019;Utah Jazz;111,29166666666667;22,430555555555557;44,90277777777778;35,236111111111114;13,375
130;Miami Heat;73;44;29;0,603;3549;8179;2880;6160;46,8;979;2584;37,9;1440;1840;78,3;620;2619;3239;1892;1088;547;332;302;1501;1584;215;2019-20;2019;Miami Heat;112,04109589041096;25,91780821917808;44,36986301369863;35,397260273972606;13,41095890410959
131;Philadelphia 76ers;73;43;30;0,589;3519;8084;3000;6417;46,8;848;2307;36,8;1236;1638;75,5;764;2553;3317;1884;1037;586;389;294;1529;1493;174;2019-20;2019;Philadelphia 76ers;110,73972602739725;25,80821917808219;45,43835616438356;31,602739726027398;11,616438356164384
132;Dallas Mavericks;75;43;32;0,573;3635;8776;3124;6772;46,1;1136;3095;36,7;1392;1787;77,9;791;2729;3520;1849;953;460;363;311;1462;1601;371;2019-20;2019;Dallas Mavericks;117,01333333333334;24,653333333333332;46,93333333333333;41,266666666666666;15,146666666666667
133;Brooklyn Nets;72;35;37;0,486;3496;8048;2908;6498;44,8;941;2746;34,3;1291;1732;74,5;766;2683;3449;1761;1099;464;323;379;1510;1521;-41;2019-20;2019;Brooklyn Nets;111,77777777777777;24,458333333333332;47,90277777777778;38,138888888888886;13,069444444444445
134;Portland Trail Blazers;74;35;39;0,473;3567;8508;3122;6749;46,3;952;2525;37,7;1312;1632;80,4;754;2599;3353;1525;946;465;451;364;1606;1488;-85;2019-20;2019;Portland Trail Blazers;114,97297297297297;20,60810810810811;45,310810810810814;34,12162162162162;12,864864864864865
135;Memphis Grizzlies;73;34;39;0,466;3514;8222;3106;6634;46,8;798;2297;34,7;1212;1589;76,3;754;2643;3397;1965;1113;576;398;386;1546;1474;-78;2019-20;2019;Memphis Grizzlies;112,63013698630137;26,91780821917808;46,534246575342465;31,465753424657535;10,931506849315069
136;Phoenix Suns;73;34;39;0,466;3519;8294;3006;6429;46,8;831;2320;35,8;1451;1740;83,4;712;2465;3177;1987;1077;559;290;401;1609;1653;16;2019-20;2019;Phoenix Suns;113,61643835616438;27,21917808219178;43,52054794520548;31,78082191780822;11,383561643835616
137;Orlando Magic;73;33;40;0,452;3514;7831;2871;6468;44,4;807;2354;34,3;1282;1656;77,4;751;2498;3249;1747;937;599;396;338;1336;1420;-74;2019-20;2019;Orlando Magic;107,27397260273973;23,931506849315067;44,50684931506849;32,24657534246575;11,054794520547945
138;San Antonio Spurs;71;32;39;0,451;3443;8098;2995;6350;47,2;760;2021;37,6;1348;1664;81,0;640;2530;3170;1751;895;518;390;308;1377;1424;-79;2019-20;2019;San Antonio Spurs;114,05633802816901;24,661971830985916;44,647887323943664;28,464788732394368;10,704225352112676
139;Sacramento Kings;72;31;41;0,431;3491;7927;2943;6364;46,2;914;2511;36,4;1127;1464;77,0;695;2372;3067;1713;1043;556;293;304;1595;1404;-147;2019-20;2019;Sacramento Kings;110,09722222222223;23,791666666666668;42,59722222222222;34,875;12,694444444444445
140;New Orleans Pelicans;72;30;42;0,417;3486;8341;3065;6598;46,5;982;2656;37,0;1229;1687;72,9;797;2551;3348;1932;1181;539;358;348;1524;1519;-93;2019-20;2019;New Orleans Pelicans;115,84722222222223;26,833333333333332;46,5;36,888888888888886;13,63888888888889
141;Charlotte Hornets;65;23;42;0,354;3150;6687;2425;5586;43,4;785;2231;35,2;1052;1406;74,8;715;2066;2781;1549;949;428;268;328;1223;1337;-439;2019-20;2019;Charlotte Hornets;102,87692307692308;23,83076923076923;42,784615384615385;34,323076923076925;12,076923076923077
142;Washington Wizards;72;25;47;0,347;3471;8238;2990;6544;45,7;864;2345;36,8;1394;1770;78,8;732;2295;3027;1801;1020;574;309;363;1634;1601;-336;2019-20;2019;Washington Wizards;114,41666666666667;25,01388888888889;42,041666666666664;32,56944444444444;12,0
143;Chicago Bulls;65;22;43;0,338;3135;6945;2573;5762;44,7;793;2282;34,8;1006;1332;75,5;680;2041;2721;1510;1005;652;265;384;1417;1246;-200;2019-20;2019;Chicago Bulls;106,84615384615384;23,23076923076923;41,86153846153846;35,10769230769231;12,2
144;New York Knicks;66;21;45;0,318;3193;6983;2638;5896;44,7;631;1872;33,7;1076;1550;69,4;795;2274;3069;1456;946;504;313;333;1464;1305;-426;2019-20;2019;New York Knicks;105,8030303030303;22,060606060606062;46,5;28,363636363636363;9,56060606060606
145;Detroit Pistons;66;20;46;0,303;3193;7078;2595;5658;45,9;791;2157;36,7;1097;1476;74,3;644;2109;2753;1589;1008;490;299;369;1299;1308;-235;2019-20;2019;Detroit Pistons;107,24242424242425;24,075757575757574;41,71212121212121;32,68181818181818;11,984848484848484
146;Atlanta Hawks;67;20;47;0,299;3256;7488;2723;6067;44,9;805;2416;33,3;1237;1566;79,0;661;2237;2898;1605;1086;523;341;428;1548;1404;-534;2019-20;2019;Atlanta Hawks;111,76119402985074;23,955223880597014;43,25373134328358;36,059701492537314;12,014925373134329
147;Minnesota Timberwolves;64;19;45;0,297;3112;7248;2586;5865;44,1;853;2540;33,6;1223;1624;75,3;675;2193;2868;1525;981;555;362;355;1370;1383;-275;2019-20;2019;Minnesota Timberwolves;113,25;23,828125;44,8125;39,6875;13,328125
148;Cleveland Cavaliers;65;19;46;0,292;3145;6948;2619;5715;45,8;727;2070;35,1;983;1296;75,8;704;2172;2876;1500;1073;447;211;412;1188;1277;-513;2019-20;2019;Cleveland Cavaliers;106,8923076923077;23,076923076923077;44,246153846153845;31,846153846153847;11,184615384615384
149;Golden State Warriors;65;15;50;0,231;3145;6912;2510;5730;43,8;678;2032;33,4;1214;1511;80,3;647;2138;2785;1663;969;534;299;321;1304;1308;-566;2019-20;2019;Golden State Warriors;106,33846153846154;25,584615384615386;42,84615384615385;31,26153846153846;10,430769230769231
150;Milwaukee Bucks;82;60;22;0,732;3956;9686;3555;7471;47,6;1105;3134;35,3;1471;1904;77,3;762;3316;4078;2136;1137;615;486;395;1608;1653;727;2018-19;2018;Milwaukee Bucks;118,1219512195122;26,048780487804876;49,73170731707317;38,21951219512195;13,475609756097562
151;Toronto Raptors;82;58;24;0,707;3976;9384;3460;7305;47,4;1015;2771;36,6;1449;1803;80,4;786;2920;3706;2085;1150;680;437;368;1724;1683;499;2018-19;2018;Toronto Raptors;114,4390243902439;25,426829268292682;45,19512195121951;33,792682926829265;12,378048780487806
152;Golden State Warriors;82;57;25;0,695;3961;9650;3612;7361;49,1;1087;2824;38,5;1339;1672;80,1;797;2990;3787;2413;1169;625;525;295;1757;1601;530;2018-19;2018;Golden State Warriors;117,6829268292683;29,426829268292682;46,18292682926829;34,4390243902439;13,25609756097561
153;Denver Nuggets;82;54;28;0,659;3946;9075;3439;7384;46,6;903;2571;35,1;1294;1714;75,5;972;2832;3804;2245;1102;634;363;407;1644;1675;324;2018-19;2018;Denver Nuggets;110,67073170731707;27,378048780487806;46,390243902439025;31,353658536585368;11,012195121951219
154;Houston Rockets;82;53;29;0,646;3966;9341;3218;7163;44,9;1323;3721;35,6;1582;2001;79,1;836;2613;3449;1741;1094;700;405;369;1803;1640;391;2018-19;2018;Houston Rockets;113,91463414634147;21,23170731707317;42,0609756097561;45,3780487804878;16,134146341463413
155;Portland Trail Blazers;82;53;29;0,646;3971;9402;3470;7427;46,7;904;2520;35,9;1558;1914;81,4;967;2968;3935;1887;1135;546;413;420;1669;1699;344;2018-19;2018;Portland Trail Blazers;114,65853658536585;23,01219512195122;47,98780487804878;30,73170731707317;11,024390243902438
156;Philadelphia 76ers;82;51;31;0,622;3961;9445;3407;7233;47,1;889;2474;35,9;1742;2258;77,1;892;3025;3917;2207;1223;606;432;336;1745;1816;221;2018-19;2018;Philadelphia 76ers;115,1829268292683;26,914634146341463;47,76829268292683;30,170731707317074;10,841463414634147
157;Utah Jazz;82;50;32;0,61;3951;9161;3314;7082;46,8;993;2789;35,6;1540;2092;73,6;820;2981;3801;2133;1240;663;483;376;1728;1835;431;2018-19;2018;Utah Jazz;111,71951219512195;26,01219512195122;46,353658536585364;34,01219512195122;12,109756097560975
158;Boston Celtics;82;49;33;0,598;3956;9216;3451;7423;46,5;1032;2829;36,5;1282;1598;80,2;804;2849;3653;2155;1052;706;435;317;1670;1602;364;2018-19;2018;Boston Celtics;112,39024390243902;26,28048780487805;44,548780487804876;34,5;12,585365853658537
159;Oklahoma City Thunder;82;49;33;0,598;3971;9387;3497;7706;45,4;932;2677;34,8;1461;2049;71,3;1031;2911;3942;1917;1145;766;425;415;1839;1844;279;2018-19;2018;Oklahoma City Thunder;114,47560975609755;23,378048780487806;48,073170731707314;32,646341463414636;11,365853658536585
160;Indiana Pacers;82;48;34;0,585;3941;8857;3390;7135;47,5;779;2081;37,4;1298;1727;75,2;762;2766;3528;2128;1122;713;404;425;1594;1642;273;2018-19;2018;Indiana Pacers;108,01219512195122;25,951219512195124;43,02439024390244;25,378048780487806;9,5
161;LA Clippers;82;48;34;0,585;3966;9442;3384;7178;47,1;821;2118;38,8;1853;2340;79,2;796;2936;3732;1970;1193;561;385;498;1913;1969;70;2018-19;2018;LA Clippers;115,14634146341463;24,024390243902438;45,51219512195122;25,829268292682926;10,012195121951219
162;San Antonio Spurs;82;48;34;0,585;3961;9156;3468;7248;47,8;812;2071;39,2;1408;1720;81,9;757;2910;3667;2013;992;501;386;332;1487;1611;138;2018-19;2018;San Antonio Spurs;111,65853658536585;24,548780487804876;44,71951219512195;25,25609756097561;9,902439024390244
163;Brooklyn Nets;82;42;40;0,512;3996;9204;3301;7358;44,9;1047;2965;35,3;1555;2088;74,5;900;2919;3819;1954;1236;539;339;432;1763;1807;-6;2018-19;2018;Brooklyn Nets;112,2439024390244;23,829268292682926;46,573170731707314;36,15853658536585;12,768292682926829
164;Orlando Magic;82;42;40;0,512;3956;8800;3316;7307;45,4;937;2633;35,6;1231;1575;78,2;822;2902;3724;2095;1082;543;445;362;1526;1537;58;2018-19;2018;Orlando Magic;107,3170731707317;25,548780487804876;45,41463414634146;32,109756097560975;11,426829268292684
165;Detroit Pistons;82;41;41;0,5;3971;8778;3185;7238;44,0;993;2854;34,8;1415;1893;74,7;936;2752;3688;1845;1135;569;331;419;1811;1748;-20;2018-19;2018;Detroit Pistons;107,04878048780488;22,5;44,97560975609756;34,80487804878049;12,109756097560975
166;Charlotte Hornets;82;39;43;0,476;3966;9081;3297;7362;44,8;977;2783;35,1;1510;1895;79,7;814;2778;3592;1905;1001;591;405;492;1550;1686;-90;2018-19;2018;Charlotte Hornets;110,7439024390244;23,23170731707317;43,80487804878049;33,9390243902439;11,914634146341463
167;Miami Heat;82;39;43;0,476;3946;8668;3251;7218;45,0;928;2658;34,9;1238;1782;69,5;921;2879;3800;1991;1208;627;448;389;1712;1652;-19;2018-19;2018;Miami Heat;105,70731707317073;24,28048780487805;46,34146341463415;32,41463414634146;11,317073170731707
168;Sacramento Kings;82;39;43;0,476;3946;9363;3541;7637;46,4;927;2455;37,8;1354;1865;72,6;906;2819;3725;2083;1095;679;363;420;1751;1753;-92;2018-19;2018;Sacramento Kings;114,1829268292683;25,402439024390244;45,426829268292686;29,9390243902439;11,304878048780488
169;Los Angeles Lakers;82;37;45;0,451;3956;9165;3491;7425;47,0;847;2541;33,3;1336;1910;69,9;835;2985;3820;2096;1284;618;440;421;1701;1706;-141;2018-19;2018;Los Angeles Lakers;111,76829268292683;25,5609756097561;46,58536585365854;30,98780487804878;10,329268292682928
170;Minnesota Timberwolves;82;36;46;0,439;3966;9223;3413;7483;45,6;827;2357;35,1;1570;1995;78,7;923;2750;3673;2018;1074;683;411;455;1664;1795;-123;2018-19;2018;Minnesota Timberwolves;112,47560975609755;24,609756097560975;44,792682926829265;28,74390243902439;10,085365853658537
171;Dallas Mavericks;82;33;49;0,402;3956;8927;3182;7122;44,7;1022;3002;34,0;1541;2076;74,2;832;2884;3716;1918;1167;533;351;368;1650;1905;-105;2018-19;2018;Dallas Mavericks;108,86585365853658;23,390243902439025;45,31707317073171;36,609756097560975;12,463414634146341
